°í°´¹øÈ£,A¹æ¹®È½¼ö,B¹æ¹®È½¼ö,C¹æ¹®È½¼ö,D¹æ¹®È½¼ö,½Å±Ô°í°´,¸íÇ°±¸¸ÅÀÚ
9414,31.0,26.0,507.0,0.0,1.0,0.0
9415,462.0,1.0,26.0,0.0,1.0,2.0
9416,36.0,350.0,2.0,0.0,1.0,0.0
9417,438.0,14.0,1.0,0.0,1.0,2.0
9418,298.0,1.0,270.0,0.0,1.0,2.0
9419,368.0,253.0,1.0,0.0,1.0,2.0
9420,455.0,1.0,21.0,0.0,1.0,2.0
9421,445.0,4.0,8.0,0.0,1.0,2.0
9422,11.0,16.0,682.0,0.0,1.0,0.0
9423,371.0,168.0,0.0,1.0,1.0,2.0
9424,236.0,27.0,0.0,1.0,1.0,0.0
9425,317.0,2.0,6.0,0.0,1.0,2.0
9426,12.0,365.0,8.0,0.0,1.0,0.0
9427,282.0,65.0,34.0,0.0,1.0,0.0
9428,361.0,94.0,55.0,0.0,1.0,0.0
9429,9.0,8.0,529.0,0.0,1.0,0.0
9430,360.0,187.0,2.0,0.0,1.0,2.0
9431,308.0,68.0,2.0,0.0,1.0,2.0
9432,421.0,10.0,2.0,0.0,1.0,2.0
9433,307.0,40.0,147.0,0.0,1.0,2.0
9434,12.0,10.0,533.0,0.0,1.0,2.0
9435,391.0,16.0,1.0,0.0,1.0,2.0
9436,290.0,28.0,9.0,0.0,1.0,2.0
9437,62.0,375.0,6.0,0.0,1.0,0.0
9438,291.0,30.0,1.0,0.0,1.0,2.0
9439,298.0,112.0,1.0,4.0,1.0,2.0
9440,449.0,13.0,7.0,0.0,1.0,2.0
9441,29.0,485.0,1.0,0.0,1.0,2.0
9442,304.0,35.0,61.0,0.0,1.0,2.0
9443,213.0,87.0,1.0,0.0,1.0,2.0
9444,471.0,56.0,2.0,1.0,1.0,2.0
9445,7.0,354.0,1.0,1.0,1.0,0.0
9446,69.0,518.0,0.0,1.0,1.0,2.0
9447,138.0,286.0,2.0,1.0,1.0,2.0
9448,384.0,16.0,0.0,1.0,1.0,2.0
9449,51.0,389.0,2.0,0.0,1.0,0.0
9450,39.0,350.0,13.0,0.0,1.0,0.0
9451,472.0,194.0,45.0,0.0,1.0,0.0
9452,278.0,30.0,0.0,0.0,1.0,2.0
9453,2.0,31.0,750.0,0.0,1.0,0.0
9454,380.0,26.0,1.0,0.0,1.0,2.0
9455,11.0,17.0,5.0,249.0,1.0,0.0
9456,58.0,274.0,1.0,0.0,1.0,0.0
9457,362.0,5.0,2.0,0.0,1.0,0.0
9458,352.0,4.0,5.0,0.0,1.0,0.0
9459,6.0,1.0,591.0,0.0,1.0,0.0
9460,313.0,8.0,0.0,1.0,1.0,2.0
9461,38.0,260.0,6.0,0.0,1.0,2.0
9462,24.0,422.0,2.0,3.0,1.0,0.0
9463,218.0,103.0,2.0,0.0,1.0,0.0
9464,8.0,353.0,1.0,0.0,1.0,0.0
9465,338.0,4.0,1.0,0.0,1.0,0.0
9466,360.0,45.0,0.0,3.0,1.0,2.0
9467,264.0,84.0,10.0,0.0,1.0,2.0
9468,15.0,347.0,2.0,1.0,1.0,0.0
9469,371.0,10.0,3.0,0.0,1.0,2.0
9470,12.0,402.0,7.0,2.0,1.0,0.0
9471,15.0,397.0,26.0,0.0,1.0,0.0
9472,3.0,524.0,4.0,0.0,1.0,0.0
9473,363.0,33.0,3.0,0.0,1.0,2.0
9474,241.0,53.0,19.0,0.0,1.0,2.0
9475,49.0,505.0,1.0,0.0,1.0,0.0
9476,211.0,6.0,24.0,1.0,1.0,2.0
9477,154.0,384.0,2.0,0.0,1.0,2.0
9478,348.0,139.0,40.0,0.0,1.0,0.0
9479,192.0,65.0,112.0,0.0,1.0,2.0
9480,409.0,6.0,1.0,0.0,1.0,2.0
9481,294.0,55.0,1.0,2.0,1.0,2.0
9482,1.0,316.0,44.0,4.0,1.0,0.0
9483,315.0,50.0,5.0,0.0,1.0,0.0
9484,273.0,94.0,4.0,0.0,1.0,2.0
9485,214.0,440.0,0.0,1.0,1.0,2.0
9486,223.0,2.0,0.0,0.0,1.0,2.0
9487,352.0,31.0,1.0,0.0,1.0,0.0
9488,10.0,438.0,1.0,0.0,1.0,0.0
9489,0.0,73.0,539.0,0.0,1.0,0.0
9490,330.0,8.0,276.0,2.0,1.0,2.0
9491,2.0,302.0,1.0,0.0,1.0,0.0
9492,12.0,519.0,139.0,0.0,1.0,0.0
9493,237.0,43.0,2.0,0.0,1.0,2.0
9494,7.0,35.0,583.0,0.0,1.0,0.0
9495,262.0,75.0,78.0,2.0,1.0,2.0
9496,0.0,483.0,1.0,0.0,1.0,2.0
9497,34.0,48.0,629.0,0.0,1.0,0.0
9498,316.0,48.0,2.0,0.0,1.0,2.0
9499,33.0,312.0,13.0,0.0,1.0,2.0
9500,259.0,36.0,9.0,0.0,1.0,2.0
9501,267.0,113.0,36.0,0.0,1.0,0.0
9502,302.0,60.0,1.0,0.0,1.0,2.0
9503,275.0,12.0,1.0,0.0,1.0,2.0
9504,276.0,8.0,3.0,0.0,1.0,2.0
9505,330.0,74.0,0.0,1.0,1.0,2.0
9506,23.0,324.0,1.0,1.0,1.0,0.0
9507,222.0,10.0,1.0,0.0,1.0,2.0
9508,12.0,16.0,568.0,1.0,1.0,0.0
9509,318.0,7.0,0.0,2.0,1.0,2.0
9510,345.0,5.0,3.0,0.0,1.0,0.0
9511,12.0,350.0,1.0,1.0,1.0,0.0
9512,329.0,64.0,1.0,0.0,1.0,0.0
9513,269.0,3.0,19.0,0.0,1.0,0.0
9514,409.0,2.0,0.0,0.0,1.0,2.0
9515,194.0,72.0,201.0,0.0,1.0,2.0
9516,74.0,269.0,1.0,0.0,1.0,2.0
9517,3.0,279.0,13.0,0.0,1.0,0.0
9518,418.0,6.0,23.0,3.0,1.0,2.0
9519,480.0,41.0,0.0,1.0,1.0,0.0
9520,4.0,1.0,627.0,0.0,1.0,0.0
9521,25.0,47.0,683.0,0.0,1.0,0.0
9522,6.0,4.0,394.0,0.0,1.0,0.0
9523,4.0,383.0,0.0,1.0,1.0,0.0
9524,17.0,317.0,5.0,0.0,2.0,0.0
9525,5.0,8.0,673.0,0.0,1.0,0.0
9526,461.0,86.0,20.0,0.0,1.0,0.0
9527,424.0,0.0,3.0,6.0,1.0,0.0
9528,435.0,1.0,0.0,0.0,1.0,0.0
9529,349.0,90.0,1.0,0.0,1.0,0.0
9530,393.0,29.0,1.0,15.0,1.0,2.0
9531,7.0,6.0,816.0,0.0,1.0,0.0
9532,256.0,307.0,7.0,0.0,1.0,2.0
9533,359.0,14.0,1.0,0.0,1.0,2.0
9534,302.0,2.0,0.0,0.0,1.0,2.0
9535,204.0,4.0,3.0,0.0,1.0,0.0
9536,271.0,38.0,2.0,0.0,1.0,0.0
9537,332.0,7.0,8.0,1.0,1.0,0.0
9538,300.0,71.0,2.0,0.0,1.0,2.0
9539,310.0,29.0,1.0,0.0,1.0,2.0
9540,322.0,12.0,9.0,0.0,1.0,2.0
9541,327.0,15.0,0.0,7.0,1.0,2.0
9542,266.0,2.0,0.0,2.0,1.0,2.0
9543,415.0,28.0,19.0,0.0,1.0,0.0
9544,1.0,52.0,718.0,0.0,1.0,0.0
9545,13.0,414.0,20.0,0.0,1.0,0.0
9546,317.0,55.0,0.0,0.0,1.0,2.0
9547,430.0,25.0,0.0,0.0,1.0,0.0
9548,3.0,2.0,623.0,0.0,1.0,0.0
9549,300.0,84.0,2.0,0.0,1.0,2.0
9550,359.0,14.0,0.0,1.0,1.0,0.0
9551,3.0,9.0,792.0,3.0,1.0,0.0
9552,19.0,3.0,0.0,0.0,1.0,0.0
9553,19.0,453.0,17.0,2.0,1.0,0.0
9554,412.0,3.0,10.0,1.0,1.0,0.0
9555,39.0,425.0,30.0,1.0,1.0,0.0
9556,318.0,9.0,10.0,0.0,1.0,2.0
9557,2.0,2.0,1011.0,0.0,1.0,0.0
9558,16.0,314.0,2.0,1.0,1.0,0.0
9559,47.0,312.0,61.0,0.0,1.0,0.0
9560,300.0,2.0,2.0,0.0,1.0,0.0
9561,345.0,106.0,148.0,0.0,1.0,2.0
9562,279.0,12.0,194.0,0.0,1.0,2.0
9563,9.0,530.0,5.0,0.0,1.0,0.0
9564,538.0,1.0,1.0,0.0,1.0,2.0
9565,29.0,364.0,2.0,1.0,1.0,0.0
9566,36.0,386.0,1.0,0.0,1.0,2.0
9567,280.0,40.0,3.0,0.0,1.0,0.0
9568,272.0,11.0,12.0,0.0,1.0,2.0
9569,26.0,32.0,551.0,0.0,1.0,2.0
9570,43.0,62.0,516.0,0.0,1.0,2.0
9571,20.0,384.0,2.0,0.0,1.0,0.0
9572,493.0,2.0,3.0,0.0,1.0,0.0
9573,407.0,10.0,3.0,0.0,1.0,2.0
9574,353.0,5.0,2.0,2.0,1.0,2.0
9575,55.0,366.0,6.0,0.0,1.0,2.0
9576,247.0,141.0,39.0,0.0,1.0,2.0
9577,76.0,3.0,3.0,0.0,1.0,0.0
9578,369.0,3.0,0.0,0.0,1.0,2.0
9579,326.0,152.0,14.0,1.0,1.0,2.0
9580,280.0,4.0,12.0,0.0,1.0,0.0
9581,469.0,1.0,123.0,6.0,1.0,2.0
9582,19.0,35.0,534.0,0.0,1.0,0.0
9583,337.0,43.0,5.0,0.0,1.0,2.0
9584,441.0,0.0,0.0,0.0,1.0,2.0
9585,423.0,0.0,1.0,1.0,1.0,0.0
9586,207.0,256.0,1.0,0.0,1.0,2.0
9587,1.0,532.0,1.0,0.0,1.0,0.0
9588,219.0,11.0,4.0,0.0,1.0,0.0
9589,326.0,10.0,2.0,0.0,1.0,2.0
9590,351.0,161.0,0.0,0.0,1.0,0.0
9591,2.0,27.0,624.0,0.0,1.0,0.0
9592,414.0,3.0,28.0,0.0,1.0,2.0
9593,279.0,51.0,1.0,0.0,1.0,2.0
9594,48.0,329.0,2.0,0.0,1.0,0.0
9595,50.0,337.0,2.0,0.0,1.0,0.0
9596,5.0,320.0,2.0,0.0,1.0,0.0
9597,35.0,309.0,1.0,0.0,1.0,2.0
9598,325.0,11.0,0.0,1.0,1.0,2.0
9599,3.0,293.0,1.0,0.0,1.0,0.0
9600,264.0,129.0,5.0,1.0,1.0,2.0
9601,24.0,350.0,1.0,0.0,1.0,2.0
9602,89.0,297.0,15.0,0.0,1.0,2.0
9603,365.0,3.0,0.0,0.0,1.0,2.0
9604,353.0,38.0,1.0,0.0,1.0,2.0
9605,438.0,15.0,1.0,0.0,1.0,0.0
9606,374.0,6.0,1.0,9.0,1.0,2.0
9607,339.0,45.0,7.0,29.0,1.0,2.0
9608,179.0,82.0,591.0,0.0,1.0,0.0
9609,301.0,41.0,1.0,0.0,1.0,2.0
9610,398.0,10.0,12.0,0.0,1.5,0.0
9611,415.0,257.0,12.0,0.0,1.0,2.0
9612,278.0,24.0,1.0,0.0,1.0,0.0
9613,41.0,10.0,682.0,0.0,1.0,2.0
9614,467.0,16.0,0.0,1.0,1.0,2.0
9615,271.0,48.0,1.0,0.0,1.0,2.0
9616,1.0,439.0,10.0,0.0,1.0,0.0
9617,402.0,100.0,17.0,3.0,1.0,2.0
9618,88.0,313.0,4.0,0.0,1.0,0.0
9619,51.0,4.0,557.0,0.0,1.0,0.0
9620,382.0,3.0,0.0,0.0,1.0,2.0
9621,1.0,37.0,497.0,0.0,1.0,0.0
9622,205.0,7.0,3.0,0.0,1.0,2.0
9623,330.0,56.0,5.0,0.0,1.0,0.0
9624,428.0,43.0,20.0,0.0,1.0,0.0
9625,12.0,283.0,0.0,1.0,1.0,0.0
9626,328.0,23.0,1.0,1.0,1.0,2.0
9627,321.0,3.0,3.0,0.0,1.0,2.0
9628,525.0,12.0,5.0,1.0,1.0,2.0
9629,292.0,116.0,2.0,12.0,1.0,2.0
9630,578.0,0.0,73.0,3.0,1.0,0.0
9631,11.0,359.0,1.0,0.0,1.0,0.0
9632,384.0,7.0,6.0,0.0,1.0,2.0
9633,279.0,144.0,0.0,2.0,1.0,0.0
9634,301.0,107.0,0.0,0.0,1.0,0.0
9635,64.0,419.0,1.0,0.0,1.0,2.0
9636,316.0,1.0,1.0,1.0,1.0,2.0
9637,338.0,19.0,1.0,0.0,1.0,0.0
9638,308.0,3.0,1.0,0.0,1.0,2.0
9639,308.0,16.0,13.0,0.0,1.0,2.0
9640,17.0,488.0,0.0,0.0,1.5,2.0
9641,309.0,26.0,1.0,0.0,1.0,2.0
9642,5.0,303.0,1.0,0.0,1.0,0.0
9643,192.0,101.0,2.0,0.0,1.0,2.0
9644,332.0,3.0,0.0,2.0,1.0,2.0
9645,25.0,306.0,30.0,0.0,1.0,0.0
9646,379.0,41.0,6.0,0.0,1.5,2.0
9647,350.0,7.0,15.0,2.0,1.0,2.0
9648,336.0,7.0,1.0,0.0,1.0,2.0
9649,265.0,31.0,2.0,0.0,1.0,2.0
9650,292.0,0.0,0.0,0.0,1.0,2.0
9651,390.0,6.0,15.0,45.0,1.0,2.0
9652,516.0,0.0,0.0,12.0,1.0,0.0
9653,47.0,290.0,4.0,0.0,1.0,2.0
9654,199.0,10.0,1.0,0.0,1.0,2.0
9655,45.0,15.0,219.0,207.0,1.0,0.0
9656,306.0,13.0,31.0,0.0,1.0,2.0
9657,221.0,49.0,0.0,1.0,1.0,2.0
9658,419.0,17.0,10.0,0.0,1.0,2.0
9659,34.0,388.0,8.0,0.0,1.0,0.0
9660,64.0,41.0,527.0,0.0,1.0,0.0
9661,240.0,7.0,31.0,0.0,1.0,2.0
9662,8.0,2.0,597.0,0.0,1.0,0.0
9663,248.0,17.0,3.0,0.0,1.0,0.0
9664,25.0,366.0,1.0,0.0,1.0,0.0
9665,350.0,52.0,111.0,0.0,1.0,2.0
9666,225.0,25.0,2.0,0.0,1.0,2.0
9667,121.0,438.0,0.0,4.0,1.0,2.0
9668,456.0,9.0,161.0,1.0,1.0,2.0
9669,21.0,361.0,1.0,0.0,1.0,0.0
9670,215.0,9.0,52.0,0.0,1.0,2.0
9671,390.0,2.0,0.0,7.0,1.0,2.0
9672,257.0,129.0,2.0,1.0,1.0,2.0
9673,5.0,362.0,8.0,0.0,1.0,0.0
9674,6.0,354.0,0.0,0.0,1.0,0.0
9675,368.0,1.0,1.0,0.0,1.0,2.0
9676,346.0,53.0,1.0,0.0,1.0,2.0
9677,9.0,336.0,1.0,0.0,1.0,0.0
9678,1.0,325.0,6.0,0.0,1.0,0.0
9679,3.0,506.0,0.0,1.0,1.0,0.0
9680,317.0,125.0,1.0,1.0,1.0,2.0
9681,68.0,356.0,229.0,3.0,1.0,2.0
9682,10.0,33.0,529.0,0.0,1.0,0.0
9683,387.0,1.0,15.0,0.0,1.0,0.0
9684,10.0,288.0,1.0,0.0,1.0,2.0
9685,493.0,1.0,1.0,0.0,1.0,2.0
9686,386.0,79.0,0.0,0.0,1.0,2.0
9687,271.0,327.0,6.0,0.0,1.0,2.0
9688,365.0,2.0,1.0,0.0,1.0,0.0
9689,380.0,10.0,0.0,1.0,1.0,2.0
9690,342.0,103.0,16.0,5.0,1.0,2.0
9691,274.0,29.0,0.0,0.0,1.0,2.0
9692,264.0,6.0,0.0,1.0,1.0,2.0
9693,13.0,77.0,472.0,0.0,1.0,2.0
9694,320.0,29.0,1.0,0.0,1.0,2.0
9695,366.0,33.0,14.0,0.0,1.0,2.0
9696,80.0,0.0,454.0,4.0,1.0,0.0
9697,313.0,21.0,0.0,0.0,1.0,0.0
9698,12.0,337.0,0.0,1.0,1.0,2.0
9699,49.0,14.0,669.0,0.0,1.0,0.0
9700,297.0,316.0,8.0,0.0,1.0,2.0
9701,453.0,3.0,3.0,0.0,1.0,0.0
9702,23.0,402.0,22.0,0.0,1.0,2.0
9703,426.0,31.0,13.0,0.0,1.0,2.0
9704,268.0,78.0,7.0,0.0,1.0,2.0
9705,179.0,183.0,7.0,0.0,1.0,2.0
9706,261.0,3.0,18.0,0.0,1.0,2.0
9707,257.0,76.0,195.0,45.0,1.0,2.0
9708,322.0,69.0,18.0,9.0,1.0,2.0
9709,225.0,62.0,4.0,0.0,1.0,2.0
9710,305.0,1.0,1.0,1.0,1.0,0.0
9711,38.0,435.0,1.0,0.0,1.0,2.0
9712,91.0,286.0,1.0,0.0,1.0,0.0
9713,10.0,300.0,23.0,0.0,1.0,0.0
9714,373.0,8.0,14.0,1.0,1.0,2.0
9715,330.0,30.0,0.0,1.0,1.0,2.0
9716,351.0,129.0,18.0,0.0,1.0,2.0
9717,339.0,5.0,7.0,0.0,1.0,0.0
9718,3.0,310.0,1.0,0.0,1.0,0.0
9719,289.0,137.0,8.0,1.0,1.0,2.0
9720,8.0,23.0,380.0,0.0,1.0,0.0
9721,223.0,2.0,3.0,0.0,1.0,2.0
9722,296.0,97.0,0.0,1.0,1.0,0.0
9723,2.0,14.0,454.0,0.0,1.0,0.0
9724,5.0,11.0,684.0,0.0,1.0,0.0
9725,8.0,303.0,12.0,0.0,1.0,0.0
9726,344.0,84.0,0.0,3.0,1.0,2.0
9727,271.0,10.0,1.0,0.0,1.0,2.0
9728,1.0,0.0,8.0,90.0,1.0,0.0
9729,224.0,3.0,25.0,0.0,1.0,2.0
9730,528.0,25.0,5.0,1.0,1.0,2.0
9731,257.0,25.0,4.0,0.0,1.0,2.0
9732,9.0,547.0,6.0,0.0,1.0,0.0
9733,55.0,477.0,3.0,0.0,1.0,0.0
9734,35.0,86.0,1.0,0.0,1.0,2.0
9735,14.0,47.0,2.0,0.0,1.0,0.0
9736,271.0,8.0,32.0,8.0,1.0,2.0
9737,56.0,254.0,1.0,2.0,1.0,0.0
9738,436.0,22.0,7.0,0.0,1.0,2.0
9739,20.0,3.0,700.0,0.0,1.0,0.0
9740,321.0,76.0,52.0,0.0,1.0,2.0
9741,172.0,240.0,49.0,0.0,1.0,0.0
9742,13.0,231.0,28.0,0.0,1.0,0.0
9743,26.0,287.0,2.0,0.0,1.0,2.0
9744,38.0,388.0,2.0,2.0,1.0,2.0
9745,6.0,376.0,11.0,0.0,1.0,0.0
9746,302.0,51.0,1.0,0.0,1.0,2.0
9747,9.0,384.0,1.0,0.0,1.0,0.0
9748,267.0,53.0,24.0,0.0,1.0,2.0
9749,479.0,218.0,40.0,0.0,1.0,2.0
9750,210.0,268.0,4.0,2.0,1.0,2.0
9751,335.0,2.0,2.0,0.0,1.0,0.0
9752,9.0,392.0,0.0,0.0,1.0,0.0
9753,344.0,26.0,4.0,1.0,1.0,2.0
9754,224.0,13.0,2.0,1.0,1.0,2.0
9755,53.0,308.0,4.0,0.0,1.0,2.0
9756,310.0,6.0,4.0,3.0,1.0,2.0
9757,376.0,7.0,1.0,0.0,1.0,0.0
9758,396.0,7.0,0.0,0.0,1.0,2.0
9759,9.0,209.0,11.0,0.0,1.0,0.0
9760,47.0,20.0,707.0,6.0,1.0,0.0
9761,273.0,95.0,0.0,0.0,1.0,2.0
9762,427.0,18.0,0.0,1.0,1.0,2.0
9763,3.0,5.0,632.0,0.0,1.5,0.0
9764,427.0,1.0,2.0,0.0,1.0,2.0
9765,259.0,6.0,15.0,1.0,2.0,2.0
9766,577.0,1.0,178.0,0.0,1.5,2.0
9767,195.0,376.0,5.0,0.0,1.0,2.0
9768,55.0,9.0,15.0,81.0,1.0,2.0
9769,5.0,0.0,516.0,0.0,1.5,0.0
9770,341.0,3.0,94.0,1.0,1.0,2.0
9771,36.0,1.0,698.0,0.0,1.0,0.0
9772,246.0,0.0,0.0,0.0,1.0,2.0
9773,311.0,1.0,1.0,0.0,1.0,0.0
9774,32.0,369.0,2.0,0.0,1.0,0.0
9775,386.0,2.0,1.0,0.0,1.0,2.0
9776,15.0,373.0,277.0,0.0,1.0,0.0
9777,433.0,0.0,0.0,0.0,1.0,0.0
9778,292.0,29.0,7.0,1.0,1.0,2.0
9779,112.0,453.0,1.0,15.0,1.0,2.0
9780,1.0,406.0,1.0,0.0,1.5,0.0
9781,3.0,383.0,36.0,0.0,1.0,0.0
9782,521.0,37.0,0.0,1.0,1.0,2.0
9783,240.0,0.0,1.0,0.0,1.0,0.0
9784,235.0,26.0,1.0,0.0,1.0,2.0
9785,375.0,2.0,3.0,0.0,1.0,2.0
9786,289.0,32.0,4.0,3.0,1.0,2.0
9787,345.0,88.0,2.0,7.0,1.0,0.0
9788,361.0,77.0,6.0,0.0,1.0,2.0
9789,15.0,293.0,3.0,0.0,1.0,2.0
9790,496.0,4.0,47.0,5.0,1.0,2.0
9791,340.0,36.0,1.0,0.0,1.0,2.0
9792,397.0,14.0,1.0,0.0,1.0,0.0
9793,269.0,105.0,9.0,0.0,1.0,2.0
9794,462.0,1.0,1.0,7.0,1.0,2.0
9795,429.0,4.0,1.0,0.0,1.0,2.0
9796,14.0,297.0,1.0,0.0,1.0,0.0
9797,278.0,17.0,8.0,0.0,1.0,0.0
9798,69.0,550.0,53.0,0.0,1.0,2.0
9799,26.0,374.0,6.0,0.0,1.0,0.0
9800,6.0,421.0,1.0,0.0,1.0,0.0
9801,111.0,432.0,2.0,0.0,1.0,2.0
9802,297.0,6.0,1.0,0.0,1.0,2.0
9803,57.0,417.0,2.0,0.0,1.0,0.0
9804,321.0,62.0,4.0,0.0,1.0,2.0
9805,305.0,10.0,2.0,0.0,1.0,2.0
9806,395.0,39.0,9.0,5.0,1.0,2.0
9807,46.0,376.0,0.0,0.0,1.0,2.0
9808,193.0,4.0,0.0,1.0,1.0,2.0
9809,395.0,106.0,0.0,6.0,1.0,2.0
9810,299.0,2.0,2.0,0.0,1.0,2.0
9811,6.0,354.0,1.0,0.0,1.0,0.0
9812,351.0,22.0,3.0,0.0,1.0,2.0
9813,6.0,2.0,0.0,32.0,3.0,0.0
9814,539.0,1.0,1.0,0.0,1.0,2.0
9815,299.0,132.0,1.0,0.0,1.0,2.0
9816,4.0,378.0,41.0,0.0,1.0,0.0
9817,303.0,1.0,0.0,1.0,1.0,2.0
9818,348.0,31.0,0.0,1.0,1.0,2.0
9819,291.0,12.0,7.0,11.0,1.0,2.0
9820,15.0,403.0,1.0,16.0,1.0,0.0
9821,411.0,35.0,0.0,3.0,1.0,2.0
9822,9.0,480.0,8.0,1.0,1.0,0.0
9823,239.0,8.0,0.0,0.0,1.0,2.0
9824,443.0,132.0,0.0,11.0,1.0,0.0
9825,62.0,344.0,11.0,0.0,1.0,0.0
9826,5.0,441.0,3.0,0.0,1.0,0.0
9827,3.0,271.0,3.0,0.0,1.0,0.0
9828,322.0,5.0,125.0,12.0,1.0,2.0
9829,408.0,2.0,1.0,0.0,1.0,2.0
9830,12.0,15.0,734.0,0.0,1.0,0.0
9831,403.0,5.0,2.0,0.0,1.0,2.0
9832,477.0,2.0,1.0,2.0,1.0,2.0
9833,42.0,19.0,18.0,136.0,1.0,2.0
9834,286.0,0.0,9.0,0.0,1.0,2.0
9835,26.0,357.0,2.0,3.0,1.0,0.0
9836,38.0,417.0,3.0,0.0,1.0,2.0
9837,89.0,359.0,16.0,2.0,1.0,2.0
9838,562.0,2.0,26.0,0.0,1.0,0.0
9839,221.0,7.0,1.0,0.0,1.0,2.0
9840,1.0,329.0,2.0,0.0,1.0,0.0
9841,255.0,1.0,1.0,0.0,1.0,2.0
9842,378.0,76.0,1.0,5.0,1.0,2.0
9843,293.0,16.0,6.0,17.0,1.0,2.0
9844,334.0,17.0,0.0,0.0,1.0,0.0
9845,27.0,1.0,32.0,73.0,1.0,0.0
9846,358.0,118.0,3.0,43.0,1.0,0.0
9847,17.0,9.0,0.0,61.0,1.0,0.0
9848,8.0,346.0,257.0,0.0,1.0,0.0
9849,1.0,352.0,58.0,0.0,1.0,0.0
9850,18.0,5.0,409.0,0.0,1.0,0.0
9851,6.0,434.0,4.0,1.0,1.0,0.0
9852,377.0,10.0,0.0,1.0,1.0,2.0
9853,36.0,11.0,33.0,74.0,1.0,0.0
9854,273.0,1.0,8.0,0.0,1.0,2.0
9855,6.0,1.0,0.0,234.0,1.0,0.0
9856,261.0,17.0,3.0,0.0,1.0,2.0
9857,290.0,104.0,2.0,0.0,1.0,2.0
9858,432.0,219.0,0.0,8.0,1.0,2.0
9859,257.0,175.0,3.0,1.0,1.0,2.0
9860,314.0,69.0,8.0,0.0,1.0,2.0
9861,1.0,408.0,1.0,0.0,1.0,0.0
9862,253.0,20.0,2.0,0.0,1.0,2.0
9863,236.0,407.0,0.0,1.0,1.0,0.0
9864,329.0,3.0,0.0,8.0,1.0,2.0
9865,436.0,1.0,59.0,1.0,1.0,2.0
9866,483.0,120.0,1.0,9.0,1.0,2.0
9867,240.0,2.0,1.0,0.0,1.0,2.0
9868,298.0,47.0,2.0,0.0,1.0,2.0
9869,50.0,419.0,1.0,0.0,1.0,2.0
9870,45.0,369.0,0.0,0.0,1.0,0.0
9871,53.0,380.0,2.0,0.0,1.0,0.0
9872,15.0,1.0,883.0,0.0,1.0,0.0
9873,27.0,328.0,18.0,0.0,1.0,2.0
9874,53.0,426.0,1.0,0.0,1.0,2.0
9875,342.0,10.0,3.0,0.0,1.0,2.0
9876,46.0,17.0,612.0,0.0,1.0,2.0
9877,319.0,5.0,0.0,1.0,1.0,2.0
9878,16.0,1.0,5.0,92.0,2.0,0.0
9879,26.0,180.0,52.0,0.0,1.0,0.0
9880,566.0,5.0,1.0,0.0,1.0,2.0
9881,389.0,2.0,0.0,0.0,1.0,2.0
9882,27.0,244.0,3.0,0.0,1.0,0.0
9883,388.0,1.0,25.0,0.0,1.0,2.0
9884,454.0,3.0,0.0,5.0,1.0,2.0
9885,87.0,395.0,10.0,0.0,1.0,2.0
9886,86.0,351.0,13.0,7.0,1.0,2.0
9887,22.0,357.0,1.0,0.0,1.0,0.0
9888,361.0,3.0,0.0,1.0,1.5,2.0
9889,357.0,7.0,25.0,0.0,1.0,0.0
9890,266.0,39.0,0.0,0.0,1.0,2.0
9891,364.0,30.0,0.0,2.0,1.0,0.0
9892,182.0,173.0,20.0,0.0,1.0,2.0
9893,10.0,477.0,2.0,0.0,1.0,0.0
9894,1.0,14.0,541.0,30.0,1.0,0.0
9895,310.0,5.0,6.0,0.0,1.0,2.0
9896,348.0,52.0,4.0,4.0,1.0,2.0
9897,490.0,0.0,0.0,4.0,1.0,2.0
9898,361.0,3.0,0.0,0.0,1.0,0.0
9899,68.0,360.0,61.0,0.0,1.0,0.0
9900,5.0,415.0,10.0,0.0,1.0,0.0
9901,44.0,503.0,104.0,1.0,1.0,2.0
9902,446.0,5.0,120.0,3.0,1.0,2.0
9903,293.0,291.0,0.0,1.0,1.0,2.0
9904,385.0,10.0,1.0,7.0,1.0,2.0
9905,10.0,10.0,556.0,0.0,1.0,0.0
9906,18.0,480.0,0.0,3.0,1.0,2.0
9907,17.0,19.0,824.0,0.0,1.0,0.0
9908,371.0,33.0,4.0,14.0,1.0,2.0
9909,427.0,5.0,29.0,0.0,1.0,2.0
9910,0.0,2.0,505.0,0.0,1.0,0.0
9911,7.0,306.0,1.0,0.0,1.0,0.0
9912,1.0,274.0,126.0,0.0,1.0,0.0
9913,6.0,1.0,554.0,0.0,1.0,0.0
9914,18.0,443.0,0.0,0.0,1.0,0.0
9915,4.0,399.0,1.0,0.0,1.0,0.0
9916,252.0,2.0,164.0,30.0,1.0,0.0
9917,3.0,352.0,10.0,0.0,1.0,0.0
9918,137.0,403.0,2.0,1.0,1.0,2.0
9919,4.0,328.0,44.0,0.0,1.0,0.0
9920,1.0,414.0,5.0,0.0,1.0,0.0
9921,272.0,169.0,2.0,4.0,1.0,0.0
9922,118.0,1.0,534.0,0.0,1.0,0.0
9923,375.0,2.0,1.0,0.0,1.0,2.0
9924,2.0,4.0,792.0,0.0,1.0,2.0
9925,90.0,385.0,2.0,0.0,1.0,0.0
9926,230.0,41.0,148.0,2.0,1.0,2.0
9927,233.0,16.0,0.0,1.0,1.0,2.0
